,Nome,Categoria,Link,Persone/Pezzi,Ingredienti,Steps
10,New York Cheesecake,Dolci,https://ricette.giallozafferano.it/New-York-Cheesecake.html,8,"[['Biscotti Digestive', '240g'], ['Burro', '110g'], ['Formaggio fresco spalmabile', '500g'], ['Panna fresca liquida', '100g'], ['Zucchero', '65g'], ['Amido di mais (maizena)', '25g'], ['Uova', '1'], ['Tuorli', '1'], ['Succo di limone', '½'], ['Baccello di vaniglia', '½'], ['Panna acida', '100g'], ['Frutti di bosco', 'q.b.'], ['Menta', 'q.b.'], ['Baccello di vaniglia', '½']]","Per preparare la New York cheesecake, per prima cosa fondete il burro e lasciatelo intiepidire; nel frattempo ponete i biscotti in un mixer Poi trasferiteli in una ciotola e versate il burro Mescolate con un cucchiaio fino ad uniformare il composto Poi utilizzando i biscotti rimanenti foderate anche il bordo dello stampo Non appena avrete ricoperto l'intera superficie ponete la base della vostra New York cheesecake a rassodare in frigorifero per 30 minuti, oppure in freezer per 15 minuti. Nel frattempo occupatevi di preparare la crema: in una ciotola rompete un uovo, aggiungete un tuorlo, lo zucchero Prelevate i semi di una mezza bacca di vaniglia (tenendo da parte il resto che servirà successivamente) e poneteli insieme alle uova Aggiungete anche il formaggio cremoso poco per volta e continuate a mescolare con una frusta Non appena avrete incorporato tutto il formaggio, aggiungete anche il succo di limone Unite poi la panna Riprendete dal frigorifero la base di biscotti e versate il composto all'interno Livellate leggermente la superficie e cuocete in forno statico preriscaldato a 160° per 60 minuti, poi proseguite la cottura a 170° per altri 20 minuti. Una volta cotta, lasciate raffreddare la cheesecake nel forno spento con lo sportello aperto e nel frattempo occupatevi del topping. In una ciotola, unite la panna acida con i semi della mezza bacca di vaniglia tenuta da parte e amalgamate il tutto con una spatola. Versate il topping sulla cheesecake a temperatura ambiente e spalmatelo uniformemente poi riponetela nuovamente in frigorifero a riposare per 2 ore. Trascorso il tempo di riposo, sformate il dolce poi le more, i mirtilli e i lamponi In ultimo aggiungete le foglioline di menta "
11,Tortino di cioccolato con cuore fondente,Dolci,https://ricette.giallozafferano.it/Tortino-di-cioccolato-con-cuore-fondente.html,4,"[['Cioccolato fondente al 70%', '110g'], ['Burro', '110g'], ['Uova', '120g'], ['Zucchero', '40g'], ['Farina 00', '25g'], ['Burro', 'q.b.'], ['Farina 00', 'q.b.'], ['Zucchero a velo', 'q.b.']]","Per realizzare il tortino di cioccolato con cuore fondente per prima cosa sciogliete il cioccolato a bagnomaria insieme al burro, mescolando continuamente Una volta sciolto, lasciatelo raffreddare fino alla temperatura di 30° Se non avete un termometro potete lasciarlo a temperatura ambiente per circa 20-25 minuti. Nel frattempo imburrate e infarinate 4 stampini di alluminio Quando avrà raggiunto i 30°, trasferite il composto di burro e cioccolato in un mixer con lame di acciaio Mentre il mixer è in funzione unite lo zucchero all’interno Quando anche le uova saranno state assorbite aggiungete la farina Riempite gli stampini con 70 g di composto l’uno, aiutandovi con un sac-à-poche o un cucchiaio Mettete gli stampini in congelatore per almeno 6 ore, meglio se per una notte intera Quando i tortini saranno congelati, disponeteli in una teglia Trascorso il tempo di cottura, sformateli delicatamente capovolgendo gli stampini sul piatto poi spolverizzate con zucchero a velo "
12,Crema pasticcera,Dolci,https://ricette.giallozafferano.it/Crema-pasticcera.html,1,"[['Latte intero', '500g'], ['Zucchero', '130g'], ['Tuorli', '125g'], ['Amido di riso', '40g'], ['Baccello di vaniglia', '2'], ['Scorza di limone', '½']]","Per preparare la crema pasticcera come prima cosa inserite in freezer una ciotola di vetro. A questo punto ricavate i semi dalla vaniglia Versate il latte in un tegame e aggiungete sia i semi Ricavate dal limone la scorza, prelevando solo la parte gialla, e unitela nel tegame Accendete il fuoco e scaldate il tutto portando a bollore e mescolando di tanto in tanto. In un altro tegame versate i tuorli, lo zucchero e l'amido di riso Utilizzando un frustino morbido mescolate per ottenere una consistenza cremosa e liscia Non appena il latte sfiorerà il bollore, trasferitelo all'interno dei tuorli in 3 volte filtrandolo con un colino Trasferite di nuovo sul fuoco e mescolate in continuazione fino a che non si sarà addensata Per raffreddarla velocemente riprendete la ciotola dal freezer e versate la crema all'interno Mescolate con una frusta molto velocemente, fino a che non avrete portato la crema a 50°, al di sotto del punto di cottura. Dovrete ottenere una crema liscia e molto lucida A questo punto la crema pasticcera è pronta potrete utilizzarla o conservarla in frigorifero coprendola con pellicola. "
13,Spaghetti alle vongole,Primi piatti,https://ricette.giallozafferano.it/Spaghetti-alle-vongole.html,4,"[['Spaghetti', '320g'], ['Vongole', '1kg'], ['Aglio', '1'], ['Prezzemolo', '1'], [""Olio extravergine d'oliva"", 'q.b.'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], ['Sale grosso', 'q.b.']]","Per preparare gli spaghetti alle vongole, cominciate dalla Assicuratevi che non ci siano gusci rotti o vuoti, andranno scartati. Passate poi a batterle contro il lavandino, o eventualmente su un tagliere Questa operazione è importante per verificare che non ci sia sabbia all'interno: le bivalve sane resteranno chiuse, quelle piene di sabbia invece si apriranno Poi ponete le vongole in un colapasta poggiato su una ciotola e sciacquatele Ponete il colapasta in una ciotola e aggiungete abbondante sale grosso. Lasciate in ammollo le vongole per 2-3 ore Trascorso il tempo le vongole avranno spurgato eventuali residui di sabbia. In un tegame mettete a scaldare un po' d'olio Poi aggiungete uno spicchio d'aglio e, metre questo si insaporisce, scolate bene le vongole, sciacquatele e tuffatele nel tegame caldo Chudete con il coperchio e lasciate cuocere per qualche minuto a fiamma alta Le vongole si apriranno con il calore, quindi agitate di tanto in tanto il tegame finché non si saranno completamente dischiuse Non appena saranno tutte aperte spegnete subito la fiamma, altrimenti le vongole cuoceranno troppo. Raccogliete il succo scolando le bivalve e non dimenticate di scartare l'aglio Nel frattempo cuocete gli spaghetti in abbondante acqua bollente e salata e scolateli a metà cottura Quindi versate il condimento in una padella aggiungete gli spaghetti e continuate la cottura utilizzando un po' di acqua di cottura. In questo modo risotterete la pasta. A fine cottura unite anche le vongole ed il prezzemolo tritato Un'ultima sfiammata e gli spaghetti alle vongole sono pronti: servite subito "
14,Brasato al Barolo,Secondi piatti,https://ricette.giallozafferano.it/Brasato-al-Barolo.html,4,"[['Manzo', '1kg'], ['Barolo', '750ml'], ['Carote', '160g'], ['Sedano', '100g'], ['Cipolle dorate', '180g'], ['Aglio', '1'], ['Rosmarino', '1'], ['Alloro', '2'], ['Chiodi di garofano', '3'], ['Pepe nero in grani', '4'], ['Cannella in stecche', '1'], ['Burro', '15g'], [""Olio extravergine d'oliva"", '50g'], ['Sale fino', 'q.b.']]","Per preparare il brasato al Barolo cominciate facendo un sacchettino aromatico. In un pezzo di garza sterile sistemate i chiodi di garofano, i grani di pepe e la cannella Richiudete e fate un fiocchetto con dello spago da cucina Poi legate anche il rosmarino e le foglie di alloro e passate alle verdure Pulite sedano, carota e cipolla, spuntate e tagliate a tocchetti grossi 2-3 cm, infine mondate lo spicchio d’aglio In una ciotola abbastanza capiente versate la carne, le verdure, il sacchettino e il mazzetto odoroso Coprite poi il tutto con il vino fino a coprire per intero la carne Poi ricoprite con la pellicola trasparente e lasciate marinare in frigorifero per almeno 8-12 ore Trascorso il tempo scolate il tutto senza buttare via il fondo Prendete la carne e sistematela sul tagliere, asciugatela con della carta assorbente In una padella lasciate sciogliere il burro nell’olio a fuoco medio Non appena il fondo è ben caldo aggiungete la carne e lasciate rosolare a fuoco vivace Rigirate su tutti i lati affinché sulla superficie si formi la crosticina Dopo qualche minuto trasferite la carne e il suo fondo in una pentola capiente scaldate un attimo a fuoco medio e unite anche le verdure scolate A questo punto potrete regolare di sale e coprire fino a metà la carne con la sua marinatura Portate a bollore e poi chiudete con il coperchio, abbassate un po’ la fiamma e lasciate sobbollire per 1 ora Trascorso il tempo rigirate e, soltanto se dovesse servire, potrete aggiungere ancora un po’ di liquido di marinatura Proseguite la cottura per un’altra ora Una volto cotto il brasato toglietelo dalla pentola e mettete da parte su un piatto coprendo con il coperchio. Poi eliminate gli aromi prima di frullare con il mixer ad immersione le verdure e il fondo di cottra potrete raccogliere un po’ di liquido e tenerlo da parte. In questo modo potrete aggiungerlo al bisogno ottenendo la consistenza desiderata Nel frattempo affettate la carne, cercando di ottenere 2-3 fette a persona "
15,Crepe alla Nutella,Dolci,https://ricette.giallozafferano.it/Crepe-alla-Nutella.html,15,"[['Uova', '3'], ['Farina 00', '250g'], ['Latte intero', '500ml'], ['Burro', 'q.b.'], ['Nutella', 'q.b.'], ['Zucchero a velo', 'q.b.']]","Per preparare le crepe alla Nutella iniziate dalla preparazione dell’impasto di base. Prendete una ciotola capiente e dai bordi alti e versatevi le uova Sbattete le uova con una forchetta ed unite il latte Mescolate bene gli ingredienti con una forchetta Setacciate la farina nella ciotola Continuate a mescolare fino ad ottenere un composto omogeneo, vellutato e fluido Poi coprite la ciotola con pellicola alimentare trasparente e trasferite il composto a riposare per almeno 30 minuti in frigorifero Trascorso il tempo prendete una crepiera (o in alternativa una padella antiaderente dal diametro tra i 18 ed i 22 cm), ponetela sul fuoco e ungetela con una noce di burro. Quando sarà ben calda versate un mestolo di impasto necessario a ricoprire quasi tutta la superficie della padella Cuocete anche l'altro lato per 1 minuto circa, aspettando che prenda colore Quando sarà pronta, mettetela su un piatto da portata o su di un tagliere. Ripetete questo procedimento fino a finire l’impasto e ad ottenere 8 crepes del diametro di 20 cm; impilate le crepe una sopra l’altra mano a mano che saranno pronte fino al momento della farcitura Poi prendete un cucchiaio di Nutella e stendetelo sulla superficie della crepe Quindi prendete il bordo della crepe e fatelo combaciare con l’altro Ripiegate la crepe alla Nutella ancora a metà in modo da ottenere un ventaglio "
16,Muffin con gocce di cioccolato,Dolci,https://ricette.giallozafferano.it/Muffin-con-gocce-di-cioccolato.html,12,"[['Burro', '125g'], ['Farina 00', '265g'], ['Zucchero', '135g'], ['Latte intero', '135g'], ['Uova', '110g'], ['Gocce di cioccolato fondente', '100g'], ['Baccello di vaniglia', '1'], ['Bicarbonato', '1cucchiaino'], ['Sale fino', '1pizzico'], ['Lievito in polvere per dolci', '10g']]","Per preparare i muffin con gocce di cioccolato lavorate con le fruste elettriche il burro, lasciato ammorbidire a temperatura ambiente per almeno un’ora precedentemente, con lo zucchero fino ad ottenere un composto spumoso e cremoso Dopodiché incidete una bacca di vaniglia e raschiate i semi utilizzando il dorso di un coltello Versate questi ultimi nella ciotola con burro e zucchero Azionate nuovamente le fruste e aggiungete le uova, anche queste a temperatura ambiente, una alla volta Ora setacciate la farina il lievito per dolci Aggiungete anche il pizzico di sale e azionate nuovamente le fruste per inglobate le polveri Noterete che l’impasto diventerà più consistente quindi stemperatelo con il latte a temperatura ambiente versato a filo A questo punto il composto sarà morbido e compatto Unite 80 grammi di gocce di cioccolato Ogni muffin dovrà pesare all’incirca 70 grammi.Sulle tortine versate le rimanenti 20 gocce di cioccolato A questo punto i vostri muffin con gocce di cioccolato sono pronti per essere gustati "
17,Spaghetti all'Amatriciana,Primi piatti,https://ricette.giallozafferano.it/Spaghetti-all-Amatriciana.html,4,"[['Spaghetti', '320g'], ['Pomodori pelati', '400g'], ['Guanciale', '150g'], ['Pecorino romano', '75g'], ['Sale fino', 'q.b.'], [""Olio extravergine d'oliva"", 'q.b.'], ['Peperoncino fresco', '1'], ['Vino bianco', '50g']]","Per preparare gli spaghetti all’amatriciana, per prima cosa mettete a bollire l'acqua per la cottura della pasta da salare poi a bollore. Potete quindi dedicarvi al condimento: prendete il guanciale, eliminate la cotenna A questo punto scaldate un filo di olio in una padella, possibilmente d’acciaio, e aggiungete il peperoncino intero alzate la fiamma e lasciate evaporare.Trasferite le listarelle di guanciale in un piatto proseguite la cottura del sugo per circa 10 minuti. A questo punto l’acqua nel tegame sarà arrivata a bollore, quindi versate gli spaghetti Nel frattempo regolate di sale eliminate il peperoncino dal sugo unite le listarelle di guanciale in padella Una volta cotti gli spaghetti, scolateli e uniteli direttamente nella padella con il sugo Saltate molto velocemente la pasta per amalgamarla bene al condimento, se gradite la pasta al dente potete spegnere il fuoco altrimenti versate poca acqua della pasta per proseguire la cottura. Per finire spolverizzate con il Pecorino grattugiato "
18,Cannoli siciliani,Dolci,https://ricette.giallozafferano.it/Cannoli-siciliani.html,30,"[['Farina 00', '260g'], ['Zucchero', '20g'], ['Strutto', '30g'], ['Cacao amaro in polvere', '5g'], ['Sale fino', '1cucchiaino'], ['Uova', '20g'], ['Aceto di vino bianco', '10g'], ['Marsala', '60g'], ['Ricotta di pecora', '1kg'], ['Zucchero', '130g'], ['Gocce di cioccolato fondente', '80g'], ['Uova', 'q.b.'], ['Olio di semi', '1l'], ['Ciliegie candite', 'q.b.'], ['Zucchero a velo', 'q.b.'], ['Granella di pistacchi', 'q.b.'], ['Arancia candita', 'q.b.']]","Per preparare i cannoli siciliani iniziate dalla cialda: in una ciotola versate la farina il cacao setacciato lo zucchero il sale lo strutto freddo di frigorifero Versate poi il marsala Iniziate ad impastare con le mani dopodiché trasferite sul piano e lavorate per una decina di minuti Ci vorrà un po’ di pazienza e di energia perché il composto risulta piuttosto asciutto. Coprite con pellicola e lasciate riposare in frigo per circa 1 ora poi estraetelo dal frigo e lasciatelo a temperatura ambiente per 30 minuti. Trascorso il tempo prendete l’impasto, dividetelo a metà Prendete una delle due metà, lasciando l'altra ben coperta, e infarinate leggermente tutti e due i lati. Schiacciate per bene con le mani All’inizio potrebbe stracciarsi, non preoccupatevi basterà ricomporre e ripetere. Non appena risulterà ben compatto piegate verso l’interno le due estremità (16-17) e ripassate ancora tra i rulli partendo dallo spessore più largo Ripetete per 3-4 volte, se dovesse servire anche rigirando il panetto nella direzione opposta.Non appena risulterà più liscio richiudete la sfoglia stavolta non facendo due pieghe ma soltanto una Man mano abbassate gradualmente la numerazione, quindi lo spessore. Se notate che la sfoglia si sta allungando troppo dividetela pure prima di procedere. Continuate a tirare fino ad arrivare al numero 8 della macchina o quello che sulla vostra corrisponde ad uno spessore di 0,5 mm. Tutti questi passaggi serviranno a rendere l'impasto più dilatato, così che in cottura si formino le bolle.Ottenuta la sfoglia dello spessore indicato, potete dividerla a metà per praticità Rifilate i bordi e aggiungeteli all'altra metà del panetto che avete ancora da parte. Con una rondella tagliapasta a lama liscia, ricavate dei quadrati 10x10 cm quindi prendete in mano ciascun quadratino di impasto, fate scorrere i pollici dal centro verso l'esterno per allargarlo leggermente e delicatamente; nel mezzo sistemate un cilindro in acciaio che in modo che vada da un angolo all'altro Avvolgete un lembo di pasta sul cilindro, spennellate con l'uovo rimasto l'altro lembo Formate il primo cannolo e continuate cosi con tutto l’impasto È importante che i cannoli restino un po’ a seccarsi all’aria prima di cuocere.Scaldate l’olio fino a raggiungere la temperatura di 180° (da misurare con un termometro da cucina). Iniziate a friggere i cannoli uno alla volta, posizionandoli su una schiumarola In questo modo non toccheranno il fondo della pentola e non si brucieranno. Ci vorrà meno di 1 minuto, girateli di continuo. Scolate i cannoli, utilizzando una pinza e trasferiteli su un vassoio foderato con carta da cucina Poi lasciate che intiepidiscano prima di estrarre il cilindro A questo punto i gusci dei cannoli sono pronti, teneteli da parte fino a farli raffreddare completamente Setacciate la ricotta in una ciotola Versate lo zucchero Dopodiché aggiungete anche le gocce di cioccolato Trasferite in un sac-à poche e utilizzatelo per farcire i cannoli Se lo gradite, guarnite con granella di pistacchi, scorze d'arancia candite o ciliegine e spolverizzate con lo zucchero a velo prima di servire i vostri cannoli "
19,Torta tenerina,Dolci,https://ricette.giallozafferano.it/Torta-tenerina.html,8,"[['Cioccolato fondente', '200g'], ['Burro', '100g'], ['Uova', '4'], ['Zucchero', '150g'], ['Farina 00', '50g'], ['Zucchero a velo', 'q.b.']]","Per preparare la torta tenerina iniziate a tritare finemente il cioccolato poi trasferitelo in una bastardella posta in un tegame con acqua (possibilmente l'acqua non dovrebbe venire a contatto con il fondo della bastardella o pentolino in cui avete versato il cioccolato) e scioglietelo a bagnomaria, mescolando di continuo Solo quando il cioccolato sarà già sciolto, ma non eccessivamente caldo unite il burro a pezzetti e lasciate sciogliere anche questo continuando a mescolare Poiché l’esatta temperatura di fusione del cioccolato è intorno ai 50°, il burro va aggiunto solo quando il cioccolato è sciolto, facendo in modo che non superi il suo punto di fusione (che è di circa 32°), ed evitando quindi che si separi. Lasciate intiepidire il composto di cioccolato e burro, mescolandolo di tanto in tanto, e nel frattempo separate i tuorli dagli albumi in due ciotole differenti e capienti. A questo punto aggiungete a questi ultimi metà dello zucchero Tenete da parte gli albumi montati a neve e versate nei tuorli la parte restante di zucchero poi montate il tutto a velocità moderata fino ad ottenere un composto chiaro e spumoso A questo punto con le fruste ancora in azione versate a filo il composto di cioccolato e burro ormai tiepido e continuate a sbattere fino a che non otterrete un composto uniforme Aggiungete a questo punto gli albumi montati a neve in più riprese: aggiungete inizialmente circa 1/3 degli albumi Incorporate poi gli albumi restanti questa volta mescolando delicatamente dal basso verso l'alto Unite la farina a pioggia fino ad ottenere un composto liscio ed uniforme A questo punto imburrate e infarinate uno stampo a cerniera da 23 cm (così sarà più facile sformare la torta tenerina) e versate al suo interno l'impasto appena preparato (17-18). Cuocete in forno statico preriscaldato a 180° per 30-35 minuti (si sconsiglia l'utilizzo del forno ventilato che potrebbe cuocere troppo l'esterno della torta e troppo poco la parte interna).Una volta sfornata "
20,Brownies,Dolci,https://ricette.giallozafferano.it/Brownies.html,6,"[['Cioccolato fondente', '265g'], ['Uova', '200g'], ['Nocciole intere spellate', '175g'], ['Burro', '135g'], ['Farina 00', '135g'], ['Zucchero', '255g'], ['Sale fino', '1pizzico']]","Per preparare i brownies, cominciate tritando grossolanamente il cioccolato Mescolate accuratamente fino a far fondere anch’esso poi togliete dal fuoco e lasciate intiepidire, mescolando di tanto in tanto. Nel frattempo tostate per 8 minuti le nocciole in forno statico preriscaldato a 180° Dopodiché sfornatele e lasciatele intiepidire, in modo da non scottarvi, quindi tritatele molto grossolanamente Ponete adesso le uova in una terrina, e, cominciando a sbatterle con le fruste elettriche, unite lo zucchero Non è necessario montare il composto: proseguite a sbattere solo fino a quando lo zucchero non si sarà ben sciolto. Unite quindi il sale e lasciate che anch’esso si sciolga. Sempre con le fruste in azione, aggiungete a filo il composto di cioccolato e burro ormai tiepido Appena anche il cioccolato si sarà amalgamato al composto smettete di sbattere. Posizionate sulla ciotola un colino a maglie strette, e setacciatevi attraverso la farina Amalgamate con una spatola fino a farla assorbire in maniera uniforme quindi unite le nocciole ormai fredde Imburrate e foderate con carta da forno una teglia rettangolare di 35X27 cm (oppure una teglia quadrata 30X30 cm) e versatevi l’impasto livellandolo con una spatola per distribuirlo in modo uniforme. Cuocete in forno statico preriscaldato a 180° per 25 minuti quindi sfornate e lasciate da parte fino al completo raffreddamento. A questo punto realizzate i vostri cubotti praticando 5 tagli orizzontali e 5 verticali ad una distanza identica per ottenere dei brownies dalle stesse dimensioni "
21,Patate al forno,Contorni,https://ricette.giallozafferano.it/Patate-al-forno.html,4,"[['Patate', '1kg'], ['Rosmarino', '2'], ['Aglio', '2'], [""Olio extravergine d'oliva"", '30g'], ['Sale fino', 'q.b.'], ['Timo', '2'], [""Olio extravergine d'oliva"", 'q.b.']]","Per realizzare le patate al forno croccanti all'esterno e morbide dentro, lavate e sbucciate con un pelaverdure le patate dividete a metà e poi in quarti quindi riducetele a piccoli cubetti In una pentola portate ad ebollizione abbondante acqua e poi lessate i cubetti di patate per 5 minuti trascorso questo tempo scolate con una schiumarola le patate condite con l’olio di oliva extravergine sale e mescolate con un cucchiaio per insaporirle al meglio Preriscaldate il forno in modalità ventilata a 200° avendo cura di tenere all’interno la teglia vuota che servirà per la cottura della patate. Quando il forno avrà raggiunto la temperatura, estraete la teglia (muniti di presine per non scottarvi!) e versate un filo di olio sul fondo versate anche le patate e aggiungete i rametti di rosmarino Cuocete le patate a in forno ventilato preriscaldato a 200° per 1 ora o fino a quando le patate non risulteranno croccanti e dorate. Durante la cottura si raccomanda di mescolare le patate almeno ogni 20 minuti per una cottura uniforme. A cottura ultimata sfornate le vostre patate al forno togliete gli spicchi d'aglio e lasciatele intiepidire per poi portarle subito in tavola!"
22,Pasta fresca all'uovo (sfoglia e formati),Primi piatti,https://ricette.giallozafferano.it/Pasta-fresca-all-uovo.html,4,"[['Uova', '4'], ['Farina 00', '400g']]","Per realizzare la pasta fresca versate poco meno di 400 g di farina in una ciotola (meglio tenerne un po' da parte da aggiungere in caso al bisogno) con la forchetta mescolate e contemporaneamente iniziate ad incorporare la farina Una volta che la parte liquida è stata assorbita iniziate a impastare a mano avvolgetelo nella pellicola avendo cura di conservare la restante nella pellicola così che non si seccherà. Infarinate il pezzetto di pasta e tiratela con la macchina sfogliatrice ripiegate i due lembi della sfoglia verso il centro per conferire una forma più regolare quindi spolverate di nuovo con pochissima farina e ripassatela ancora tra i rulli quindi dividetela in due parti A questo punto la vostra pasta fersca all'uovo è pronta, potete realizzare il formato di pasta che preferite "
23,Biscotti al vino,Dolci,https://ricette.giallozafferano.it/Biscotti-al-vino.html,40,"[['Vino bianco', '135g'], ['Farina 00', '500g'], ['Olio di semi', '125g'], ['Zucchero', '150g'], ['Semi di anice', '½'], ['Lievito in polvere per dolci', '8g'], ['Sale fino', '1pizzico'], ['Zucchero', 'q.b.']]","Per preparare i biscotti al vino, iniziate ponendo i semi di anice nel vino bianco, mescolate un pizzico di sale e lo zucchero Mescolate a mano e poi create una conca, dove potrete versare l'olio Impastate a mano e una volta che avrete raccolto tutti gli ingredienti, spostatevi su un piano di lavoro. Compattate bene l'impasto scaldatelo lavorandolo tra i palmi delle mani poi create un filoncino lungo circa 20 cm Arrotolatelo facendo congiungere le estremità, fatele aderire bene Ora potete tuffare la ciambellina nello zucchero solo da una parte Proseguite allo stesso modo per tutti gli altri, otterrete circa 40 biscotti.Sistemate man a mano le ciambelline su un foglio foderato con carta forno con la parte zuccherata rivolta verso l'alto Cuocete in forno statico preriscaldato a 180° per circa 25 minuti. Quindi sfornate i vostri biscotti al vino fateli raffreddare prima di servirli "
24,Capesante gratinate,Antipasti,https://ricette.giallozafferano.it/Capesante-gratinate.html,4,"[['Capesante', '8'], ['Pane', '100g'], ['Pepe nero', 'q.b.'], ['Sale fino', 'q.b.'], [""Olio extravergine d'oliva"", '40g'], ['Scorza di limone', '1'], ['Prezzemolo', 'q.b.'], ['Timo', 'q.b.'], ['Maggiorana', 'q.b.']]","Per realizzare le capesante gratinate, iniziate dalla panure: prelevate la mollica di pane togliendo la crosta (potrete fare dei croccanti crostini con la crosta che avete eliminato); tagliate la mollica a cubetti Trasferitela in un mixer, unite l'olio salate e pepate a piacere aggiungete le erbe aromatiche, prezzemolo, maggiorana, timo (4-5), e infine grattugiate la scorza di limone Frullate e otterrete la panure Una volta distribuita infornatele in forno ventilato preriscaldato a 190° per circa 15 minuti o non appena si sarà creata una crosticina invitante Le vostre capesante gratinate sono pronte per essere servite!"
25,Torta di mele,Dolci,https://ricette.giallozafferano.it/Torta-rustica-di-mele.html,8,"[['Mele renette', '930g'], ['Zucchero', '200g'], ['Farina 00', '250g'], ['Burro', '100g'], ['Latte intero', '150g'], ['Uova', '2'], ['Limoni', '1'], ['Lievito in polvere per dolci', '16g'], ['Cannella in polvere', '½'], ['Sale fino', '1pizzico'], ['Zucchero a velo', 'q.b.']]","Per realizzare la torta di mele per prima cosa sciogliete il burro nel microonde o a bagnomaria, e tenetelo da parte. Grattugiate la scorza di limone quindi tenete da parte sia la scorza che il succo. Dividete a metà le mele e levatene il torsolo Sbucciate le mele poi tagliatele in quattro parti Mettete le mele tagliate a fettine in una ciotola e irroratele con il succo del limone mescolandole bene: questa operazione servirà a non farle annerire. Passate poi a setacciare la farina 00 con il lievito in polvere Poi, in una ciotola capiente, versate le uova e parte della dose di zucchero, Iniziate a sbattere con le fruste elettriche Quando il composto inizierà a schiarirsi, aggiungete un pizzico di sale Aromatizzate con la cannella in polvere e aggiungete anche la scorza di limone grattugiata Poi, sempre continuando a montare con le fruste, aggiungete un cucchiaio alla volta la farina e il lievito setacciati Quando le polveri saranno completamente incorporate, abbassate la velocità delle fruste elettriche e versate il latte a filo a temperatura ambiente Quando anche il latte sarà completamente incorporato fermate le fruste: l’impasto è pronto A parte sgocciolate le mele in un colino per eliminare il succo di limone Mescolate delicatamente dal basso verso l'alto per incorporarle bene Imburrate e cospargete di zucchero una tortiera di 22 cm di diametro e, aiutandovi con una spatola, versate l'impasto La torta è pronta per essere infornata A cottura ultimata sfornatela "
